OPE ID,School,City,State,Zip Code,Full Address,lat,lon,School Type,Loan Type,Recipients,# of Loans Originated,$ of Loans Originated,avg_loans_originated,# of Disbursements,$ of Disbursements,avg_loans_disbursed
2426,NORTHEAST MISSISSIPPI COMMUNITY COLLEGE,BOONEVILLE,MS,38829,BOONEVILLE MS 38829 ,34.66,-88.57,Public,Total,6856,6900,28517008,4132.89971,6900,14255068,2065.951884
41851,NORTHEAST TECHNICAL INSTITUTE,SCARBOROUGH,ME,4074,SCARBOROUGH ME 4074 ,43.59,-70.37,Proprietary,Total,304,304,1485608,4886.868421,304,742804,2443.434211
5301,NORTHEAST WISCONSIN TECHNICAL COLLEGE,GREEN BAY,WI,54307,GREEN BAY WI 54307 ,44.47,-88.04,Public,Total,22079,22427,100248051,4469.971508,22427,49907709,2225.340393
1693,NORTHEASTERN ILLINOIS UNIVERSITY,CHICAGO,IL,60625,CHICAGO IL 60625 ,41.97,-87.70,Public,Total,8105,8397,61043219,7269.646183,8397,31410639,3740.697749
1361,NORTHEASTERN JUNIOR COLLEGE,STERLING,CO,80751,STERLING CO 80751 ,40.61,-103.16,Public,Total,4410,4418,19142980,4332.951562,4418,9605256,2174.118606
3160,NORTHEASTERN OKLAHOMA A & M COLLEGE,MIAMI,OK,74354,MIAMI OK 74354 ,36.87,-94.88,Public,Total,5918,6154,26112783,4243.221157,6154,13056597,2121.643971
3161,NORTHEASTERN STATE UNIVERSITY,TAHLEQUAH,OK,74464,TAHLEQUAH OK 74464 ,35.93,-94.98,Public,Total,40276,40300,300950718,7467.759752,40763,156281064,3833.895052
2199,NORTHEASTERN UNIVERSITY,BOSTON,MA,2115,BOSTON MA 2115 ,42.34,-71.09,Private-Nonprofit,Total,109278,110557,1153515886,10433.67571,114593,538025016,4695.094953
1082,NORTHERN ARIZONA UNIVERSITY,FLAGSTAFF,AZ,86011,FLAGSTAFF AZ 86011 ,35.18,-111.66,Public,Total,180938,183850,1496518724,8139.889714,184985,778077411,4206.164884
1737,NORTHERN ILLINOIS UNIVERSITY,DEKALB,IL,60115,DEKALB IL 60115 ,41.93,-88.77,Public,Total,106162,111924,717503155,6410.628239,112278,376742075,3355.439846
9275,NORTHERN KENTUCKY UNIVERSITY,HIGHLAND HEIGHTS,KY,41099,HIGHLAND HEIGHTS KY 41099 ,39.04,-84.46,Public,Total,107664,110398,890346592,8064.879726,110398,463264044,4196.308303
5760,NORTHERN MAINE COMMUNITY COLLEGE,PRESQUE ISLE,ME,4769,PRESQUE ISLE ME 4769 ,46.69,-67.99,Public,Total,1345,1369,6224200,4546.530314,1369,3112063,2273.23813
2301,NORTHERN MICHIGAN UNIVERSITY,MARQUETTE,MI,49855,MARQUETTE MI 49855 ,46.54,-87.40,Public,Total,62546,74705,330449592,4423.39324,74705,174668577,2338.11093
3162,NORTHERN OKLAHOMA COLLEGE,TONKAWA,OK,74653,TONKAWA OK 74653 ,36.65,-97.35,Public,Total,3894,3894,18669950,4794.542886,3894,9334789,2397.223677
3466,NORTHERN STATE UNIVERSITY,ABERDEEN,SD,57401,ABERDEEN SD 57401 ,45.46,-98.46,Public,Total,13463,13673,61155692,4472.734001,13869,32310696,2329.706251
3688,NORTHERN VERMONT UNIVERSITY,JOHNSON,VT,5656,JOHNSON VT 5656 ,44.65,-72.69,Public,Total,15089,15265,94035781,6160.221487,15327,42519234,2774.139362
3930,NORTHERN WYOMING COMMUNITY COLLEGE DISTRICT,SHERIDAN,WY,82801,SHERIDAN WY 82801 ,44.80,-106.95,Public,Total,5138,5138,21751625,4233.480926,5138,9870321,1921.043402
3875,NORTHLAND COLLEGE,ASHLAND,WI,54806,ASHLAND WI 54806 ,46.59,-90.89,Private-Nonprofit,Total,6197,6281,28542674,4544.288171,6281,14457845,2301.838083
2385,NORTHLAND COMMUNITY AND TECHNICAL COLLEGE,THIEF RIVER FALLS,MN,56701,THIEF RIVER FALLS MN 56701 ,48.12,-96.18,Public,Total,12240,12728,56079680,4406.008799,12728,28068396,2205.247957
35705,NORTHPOINT BIBLE COLLEGE,HAVERHILL,MA,1835,HAVERHILL MA 1835 ,42.77,-71.09,Private-Nonprofit,Total,1320,1332,6364278,4777.986486,1364,3211372,2354.378299
6756,NORTHSHORE TECHNICAL COMMUNITY COLLEGE,BOGALUSA,LA,70427,BOGALUSA LA 70427 ,30.78,-89.87,Public,Total,14719,15299,65851232,4304.283417,15299,32921008,2151.840512
5697,NORTHWEST - SHOALS COMMUNITY COLLEGE,MUSCLE SHOALS,AL,35661,MUSCLE SHOALS AL 35661 ,34.74,-87.65,Public,Total,4996,5236,17705128,3381.42246,5256,8834244,1680.792237
30633,NORTHWEST ARKANSAS COMMUNITY COLLEGE,BENTONVILLE,AR,72712,BENTONVILLE AR 72712 ,36.37,-94.21,Public,Total,10442,10562,43260673,4095.878906,10562,11631449,1101.254403
38385,NORTHWEST CAREER COLLEGE,LAS VEGAS,NV,89128,LAS VEGAS NV 89128 ,35.96,-114.09,Proprietary,Total,5809,5845,25877450,4427.279726,5865,12608373,2149.765217
3931,NORTHWEST COLLEGE,POWELL,WY,82435,POWELL WY 82435 ,44.76,-108.77,Public,Total,1794,1818,7197489,3959.014851,1818,3693714,2031.745875
26021,NORTHWEST COLLEGE OF ART & DESIGN,TACOMA,WA,98402,TACOMA WA 98402 ,47.25,-122.44,Proprietary,Total,217,217,1368250,6305.299539,217,684125,3152.64977
1510,NORTHWEST FLORIDA STATE COLLEGE,NICEVILLE,FL,32578,NICEVILLE FL 32578 ,30.52,-86.48,Public,Total,6788,6856,32299884,4711.184947,6856,16170412,2358.57818
32833,NORTHWEST HVAC/R ASSOCIATION & TRAINING,SPOKANE,WA,99207,SPOKANE WA 99207 ,47.67,-117.36,Private-Nonprofit,Total,507,507,2226000,4390.532544,519,1141500,2199.421965
4600,NORTHWEST IOWA COMMUNITY COLLEGE,SHELDON,IA,51201,SHELDON IA 51201 ,43.19,-95.85,Public,Total,2862,3522,11421896,3243.014196,3522,5394648,1531.70017
5267,NORTHWEST KANSAS TECHNICAL COLLEGE,GOODLAND,KS,67735,GOODLAND KS 67735 ,39.33,-101.73,Public,Total,1513,1525,6158571,4038.407213,1849,3125828,1690.550568
2427,NORTHWEST MISSISSIPPI COMMUNITY COLLEGE,SENATOBIA,MS,38668,SENATOBIA MS 38668 ,34.61,-89.98,Public,Total,7282,7446,26059538,3499.803653,7446,13053611,1753.103814
2496,NORTHWEST MISSOURI STATE UNIVERSITY,MARYVILLE,MO,64468,MARYVILLE MO 64468 ,40.35,-94.90,Public,Total,60866,64441,395162732,6132.16325,64441,187871784,2915.407644
1624,NORTHWEST NAZARENE UNIVERSITY,NAMPA,ID,83686,NAMPA ID 83686 ,43.57,-116.57,Private-Nonprofit,Total,16943,17075,160848594,9420.122635,17625,64234815,3644.528511
41550,NORTHWEST SCHOOL OF WOODEN BOAT BUILDING,PORT HADLOCK,WA,98339,PORT HADLOCK WA 98339 ,48.04,-122.77,Private-Nonprofit,Total,152,152,814000,5355.263158,304,542664,1785.078947
5759,NORTHWEST TECHNICAL COLLEGE - BEMIDJI,BEMIDJI,MN,56601,BEMIDJI MN 56601 ,47.47,-94.88,Public,Total,4406,4870,20788452,4268.675975,4870,10412716,2138.134702
3783,NORTHWEST UNIVERSITY,KIRKLAND,WA,98083,KIRKLAND WA 98083 ,48.34,-120.10,Private-Nonprofit,Total,18382,18430,147409816,7998.362235,18430,65420326,3549.665003
33723,NORTHWEST VISTA COLLEGE,SAN ANTONIO,TX,78251,SAN ANTONIO TX 78251 ,29.46,-98.70,Public,Total,5951,6307,23044088,3653.732044,6307,11600874,1839.364833
1883,NORTHWESTERN COLLEGE,ORANGE CITY,IA,51041,ORANGE CITY IA 51041 ,42.99,-96.05,Private-Nonprofit,Total,14212,14212,84577602,5951.140023,14270,39841281,2791.960827
12362,NORTHWESTERN COLLEGE,CHICAGO,IL,60630,CHICAGO IL 60630 ,41.97,-87.76,Proprietary,Total,616,616,3211160,5212.922078,616,1070444,1737.733766
12328,NORTHWESTERN HEALTH SCIENCES UNIVERSITY,BLOOMINGTON,MN,55431,BLOOMINGTON MN 55431 ,44.83,-93.29,Private-Nonprofit,Total,7781,7893,155013586,19639.37489,7893,80319614,10176.05651
2302,NORTHWESTERN MICHIGAN COLLEGE,TRAVERSE CITY,MI,49686,TRAVERSE CITY MI 49686 ,44.75,-85.60,Public,Total,10522,10582,48288917,4563.30722,10582,24145021,2281.706766
3163,NORTHWESTERN OKLAHOMA STATE UNIVERSITY -,ALVA,OK,73717,ALVA OK 73717 ,36.80,-98.67,Public,Total,10593,10693,58667090,5486.494903,10693,30003322,2805.88441
2021,NORTHWESTERN STATE UNIVERSITY,NATCHITOCHES,LA,71497,NATCHITOCHES LA 71497 ,31.76,-93.09,Public,Total,63055,65820,384261515,5838.066165,65820,192799080,2929.186873
31240,NORTHWESTERN TECHNOLOGICAL INSTITUTE,SOUTHFIELD,MI,48075,SOUTHFIELD MI 48075 ,42.50,-83.22,Proprietary,Total,2166,2166,10461592,4829.913204,2166,5230796,2414.956602
1739,NORTHWESTERN UNIVERSITY,EVANSTON,IL,60208,EVANSTON IL 60208 ,42.05,-87.69,Private-Nonprofit,Total,104571,118638,2606920617,21973.74043,120212,1067013238,8876.095881
4072,NORTHWOOD UNIVERSITY,MIDLAND,MI,48640,MIDLAND MI 48640 ,43.62,-84.23,Private-Nonprofit,Total,19888,20088,140568457,6997.633264,20088,72865310,3627.305356
3692,NORWICH UNIVERSITY,NORTHFIELD,VT,5663,NORTHFIELD VT 5663 ,44.15,-72.66,Private-Nonprofit,Total,30217,30577,223368959,7305.129967,30577,92622443,3029.154037
3085,NOTRE DAME COLLEGE OF OHIO,CLEVELAND,OH,44121,CLEVELAND OH 44121 ,41.53,-81.54,Private-Nonprofit,Total,16612,17284,89319172,5167.737329,17480,45576552,2607.354233
1179,NOTRE DAME DE NAMUR UNIVERSITY,BELMONT,CA,94002,BELMONT CA 94002 ,37.51,-122.29,Private-Nonprofit,Total,2802,2814,31224370,11096.08031,2814,16631065,5910.115494
2065,NOTRE DAME OF MARYLAND UNIVERSITY,BALTIMORE,MD,21210,BALTIMORE MD 21210 ,39.35,-76.64,Private-Nonprofit,Total,9481,9493,171855711,18103.4142,9493,86743050,9137.580322
41576,NOVA ACADEMY OF COSMETOLOGY,ROCHESTER,MN,55901,ROCHESTER MN 55901 ,44.06,-92.52,Proprietary,Total,511,511,2067422,4045.835616,535,1054767,1971.527103
1509,NOVA SOUTHEASTERN UNIVERSITY-DAVIE,FORT LAUDERDALE,FL,33314,FORT LAUDERDALE FL 33314 ,26.08,-80.24,Private-Nonprofit,Total,238687,246081,3440319213,13980.43414,246123,2835266555,11519.71394
42108,NRI INSTITUTE OF HEALTH SCIENCES,ROYAL PALM BEACH,FL,33411,ROYAL PALM BEACH FL 33411 ,26.68,-80.23,Proprietary,Total,392,392,2169992,5535.693878,392,1085000,2767.857143
30215,NUVANI INSTITUTE,EAGLE PASS,TX,78852,EAGLE PASS TX 78852 ,28.70,-100.50,Proprietary,Total,288,288,682956,2371.375,296,342332,1156.527027
30094,NUVANI INSTITUTE,SAN ANTONIO,TX,78212,SAN ANTONIO TX 78212 ,29.46,-98.47,Proprietary,Total,112,112,347372,3101.535714,112,173704,1550.928571
40063,NUVO COLLEGE OF COSMETOLOGY,NORTON SHORES,MI,49441,NORTON SHORES MI 49441 ,43.19,-86.26,Proprietary,Total,136,136,438104,3221.352941,136,228504,1680.176471
2790,NYACK COLLEGE-ROCKLAND CAMPUS,NEW YORK,NY,10004,NEW YORK NY 10004 ,40.70,-74.01,Private-Nonprofit,Total,7296,7352,61337453,8342.961507,7352,32319773,4396.051823
8658,O'BRIENS AVEDA INSTITUTE,WILLISTON,VT,5495,WILLISTON VT 5495 ,44.46,-73.05,Proprietary,Total,60,60,143692,2394.866667,60,71836,1197.266667
1824,OAKLAND CITY UNIVERSITY,OAKLAND CITY,IN,47660,OAKLAND CITY IN 47660 ,38.34,-87.34,Private-Nonprofit,Total,3912,3972,22044225,5549.905589,4000,11574243,2893.56075
2307,OAKLAND UNIVERSITY,ROCHESTER,MI,48309,ROCHESTER MI 48309 ,42.65,-83.16,Public,Total,124968,131368,984907651,7497.317848,131368,541891345,4124.987402
9896,OAKTON COMMUNITY COLLEGE,DES PLAINES,IL,60016,DES PLAINES IL 60016 ,42.04,-87.89,Public,Total,124,124,408412,3293.645161,124,204208,1646.83871
1033,OAKWOOD UNIVERSITY,HUNTSVILLE,AL,35896,HUNTSVILLE AL 35896 ,34.67,-86.54,Private-Nonprofit,Total,6903,6999,37628453,5376.261323,7019,18483790,2633.393646
3086,OBERLIN COLLEGE,OBERLIN,OH,44074,OBERLIN OH 44074 ,41.30,-82.22,Private-Nonprofit,Total,11955,11955,66490937,5561.768047,11975,34356115,2868.986639
1249,OCCIDENTAL COLLEGE,LOS ANGELES,CA,90041,LOS ANGELES CA 90041 ,34.14,-118.20,Private-Nonprofit,Total,9283,9303,58484619,6286.640761,9303,29617020,3183.598839
26002,OCEAN CORPORATION (THE),HOUSTON,TX,77099,HOUSTON TX 77099 ,29.68,-95.56,Proprietary,Total,72,72,366000,5083.333333,72,183000,2541.666667
2624,OCEAN COUNTY COLLEGE,TOMS RIVER,NJ,8754,TOMS RIVER NJ 8754 ,39.99,-74.18,Public,Total,7628,7628,31137741,4082.032119,7688,15148990,1970.472164
3596,ODESSA COLLEGE,ODESSA,TX,79764,ODESSA TX 79764 ,31.87,-102.54,Public,Total,2141,2141,8273380,3864.259692,2141,2389229,1115.940682
13016,OGLE SCHOOL HAIR SKIN NAILS,ARLINGTON,TX,76013,ARLINGTON TX 76013 ,32.68,-97.23,Proprietary,Total,3110,3130,12803613,4090.611182,3611,6725911,1862.617281
1586,OGLETHORPE UNIVERSITY,ATLANTA,GA,30319,ATLANTA GA 30319 ,33.85,-84.35,Private-Nonprofit,Total,7134,7134,41923478,5876.573872,7134,20160854,2826.02383
3030,OHIO CHRISTIAN UNIVERSITY,CIRCLEVILLE,OH,43113,CIRCLEVILLE OH 43113 ,39.61,-82.95,Private-Nonprofit,Total,10075,10191,44348447,4351.72672,15737,29331421,1863.850861
3035,OHIO DOMINICAN UNIVERSITY,COLUMBUS,OH,43219,COLUMBUS OH 43219 ,40.00,-82.93,Private-Nonprofit,Total,15348,15348,104358782,6799.503649,15348,58670423,3822.675463
35833,OHIO INSTITUTE OF ALLIED HEALTH,HUBER HEIGHTS,OH,45424,HUBER HEIGHTS OH 45424 ,39.87,-84.14,Private-Nonprofit,Total,303,303,1734040,5722.90429,303,892020,2943.960396
30682,OHIO MEDIA SCHOOL,VALLEY VIEW,OH,44125,VALLEY VIEW OH 44125 ,41.40,-81.63,Proprietary,Total,1684,1684,9125120,5418.71734,1684,4565314,2710.994062
41773,OHIO MEDICAL CAREER COLLEGE,DAYTON,OH,45417,DAYTON OH 45417 ,39.73,-84.26,Proprietary,Total,1052,1052,3985692,3788.680608,1476,2325340,1575.433604
3089,OHIO NORTHERN UNIVERSITY,ADA,OH,45810,ADA OH 45810 ,40.77,-83.82,Private-Nonprofit,Total,31389,32794,241180207,7354.400409,32794,123220437,3757.407971
10280,OHIO STATE BEAUTY ACADEMY,LIMA,OH,45807,LIMA OH 45807 ,40.74,-84.11,Proprietary,Total,40,52,155792,2996,52,51292,986.3846154
3090,OHIO STATE UNIVERSITY,COLUMBUS,OH,43210,COLUMBUS OH 43210 ,40.00,-83.02,Public,Total,301042,310862,2739632630,8813.018735,313349,1395625649,4453.901717
11745,OHIO TECHNICAL COLLEGE,CLEVELAND,OH,44103,CLEVELAND OH 44103 ,41.52,-81.64,Proprietary,Total,4779,4779,20783108,4348.840343,6344,8716892,1374.037201
3100,OHIO UNIVERSITY,ATHENS,OH,45701,ATHENS OH 45701 ,39.33,-82.10,Public,Total,163140,170093,1439327541,8462.003381,176491,786656544,4457.204866
6560,"OHIO VALLEY GENERAL HOSPITAL, SCHOOL OF NURSING",MCKEES ROCKS,PA,15136,MCKEES ROCKS PA 15136 ,40.47,-80.06,Private-Nonprofit,Total,105,105,919500,8757.142857,117,399000,3410.25641
3819,OHIO VALLEY UNIVERSITY,VIENNA,WV,26105,VIENNA WV 26105 ,39.32,-81.55,Private-Nonprofit,Total,1896,1908,8706751,4563.286688,1908,4529795,2374.106394
3109,OHIO WESLEYAN UNIVERSITY,DELAWARE,OH,43015,DELAWARE OH 43015 ,40.29,-83.09,Private-Nonprofit,Total,17027,17594,90158797,5124.405877,17594,45481522,2585.058656
4481,OHLONE COLLEGE,FREMONT,CA,94539,FREMONT CA 94539 ,37.53,-121.94,Public,Total,328,328,1472080,4488.04878,328,368020,1122.012195
3164,OKLAHOMA BAPTIST UNIVERSITY,SHAWNEE,OK,74801,SHAWNEE OK 74801 ,35.30,-96.93,Private-Nonprofit,Total,12784,12784,72023743,5633.897293,13038,37297674,2860.68983
3165,OKLAHOMA CHRISTIAN UNIVERSITY,OKLAHOMA CITY,OK,73131,OKLAHOMA CITY OK 73131 ,35.61,-97.48,Private-Nonprofit,Total,13703,14067,82067731,5834.060638,14067,40580105,2884.773228
10391,OKLAHOMA CITY COMMUNITY COLLEGE,OKLAHOMA CITY,OK,73159,OKLAHOMA CITY OK 73159 ,35.39,-97.60,Public,Total,16208,16208,62283748,3842.778134,16696,23315212,1396.454959
3166,OKLAHOMA CITY UNIVERSITY,OKLAHOMA CITY,OK,73106,OKLAHOMA CITY OK 73106 ,35.39,-97.60,Private-Nonprofit,Total,20608,20920,312849849,14954.58169,20920,155595111,7437.624809
3174,OKLAHOMA PANHANDLE STATE UNIVERSITY,GOODWELL,OK,73939,GOODWELL OK 73939 ,36.59,-101.63,Public,Total,3564,3564,16385986,4597.639169,3564,8193360,2298.922559
3170,OKLAHOMA STATE UNIVERSITY,STILLWATER,OK,74078,STILLWATER OK 74078 ,36.12,-97.07,Public,Total,140680,145806,1342133496,9204.926382,145806,693554660,4756.694923
9647,OKLAHOMA STATE UNIVERSITY - OKLAHOMA CITY,OKLAHOMA CITY,OK,73107,OKLAHOMA CITY OK 73107 ,35.47,-97.58,Public,Total,12037,12037,54536034,4530.699842,12037,27125351,2253.497632
3151,OKLAHOMA WESLEYAN UNIVERSITY,BARTLESVILLE,OK,74006,BARTLESVILLE OK 74006 ,36.71,-95.92,Private-Nonprofit,Total,7056,7443,55298940,7429.657396,7443,29073625,3906.170227
3728,OLD DOMINION UNIVERSITY,NORFOLK,VA,23529,NORFOLK VA 23529 ,36.88,-76.31,Public,Total,160264,165597,979351162,5914.063431,165597,496506011,2998.279021
41552,OLIVER FINLEY ACADEMY OF COSMETOLOGY,BOISE,ID,83714,BOISE ID 83714 ,43.65,-116.27,Proprietary,Total,532,532,1862168,3500.315789,692,1190336,1720.138728
2308,OLIVET COLLEGE,OLIVET,MI,49076,OLIVET MI 49076 ,42.47,-84.89,Private-Nonprofit,Total,15365,16085,89749910,5579.727075,16085,44492750,2766.101958
1741,OLIVET NAZARENE UNIVERSITY,BOURBONNAIS,IL,60914,BOURBONNAIS IL 60914 ,41.21,-87.87,Private-Nonprofit,Total,42613,42687,249752776,5850.792419,42687,120637805,2826.101741
13005,OLYMPIAN ACADEMY OF COSMETOLOGY,ALAMOGORDO,NM,88310,ALAMOGORDO NM 88310 ,32.88,-105.96,Proprietary,Total,2502,2502,9799126,3916.517186,2836,5331235,1879.843089
3784,OLYMPIC COLLEGE,BREMERTON,WA,98337,BREMERTON WA 98337 ,47.57,-122.64,Public,Total,232,232,1224872,5279.62069,232,370436,1596.706897
34984,OMEGA INSTITUTE OF COSMETOLOGY,HOUMA,LA,70360,HOUMA LA 70360 ,29.58,-90.74,Proprietary,Total,88,88,280260,3184.772727,88,140124,1592.318182
41416,OMEGA STUDIOS' SCHOOL OF APPLIED RECORDING ARTS & SCIENCES,ROCKVILLE,MD,20852,ROCKVILLE MD 20852 ,39.08,-77.14,Proprietary,Total,262,262,3381552,12906.68702,262,1690819,6453.507634
38123,OMNITECH INSTITUTE,ATLANTA,GA,30349,ATLANTA GA 30349 ,33.61,-84.41,Proprietary,Total,168,168,539772,3212.928571,228,298644,1309.842105
41553,ONONDAGA SCHOOL OF THERAPEUTIC MASSAGE,SYRACUSE,NY,13210,SYRACUSE NY 13210 ,43.05,-76.14,Proprietary,Total,300,300,1568536,5228.453333,300,790536,2635.12
26011,OPELOUSAS SCHOOL OF COSMETOLOGY,OPELOUSAS,LA,70570,OPELOUSAS LA 70570 ,30.47,-92.08,Proprietary,Total,68,68,241200,3547.058824,68,120600,1773.529412
3985,ORAL ROBERTS UNIVERSITY,TULSA,OK,74171,TULSA OK 74171 ,40.48,-106.83,Private-Nonprofit,Total,34723,36543,208577854,5707.737569,36543,118005748,3229.229894
1250,ORANGE COAST COLLEGE,COSTA MESA,CA,92628,COSTA MESA CA 92628 ,33.64,-117.92,Public,Total,1077,1089,5517168,5066.269972,1089,3298597,3029.014692
6815,ORANGEBURG CALHOUN TECHNICAL COLLEGE,ORANGEBURG,SC,29118,ORANGEBURG SC 29118 ,33.51,-80.90,Public,Total,3628,3628,11837408,3262.791621,3628,5924288,1632.93495
3211,OREGON INSTITUTE OF TECHNOLOGY,KLAMATH FALLS,OR,97601,KLAMATH FALLS OR 97601 ,42.22,-121.78,Public,Total,15480,15863,98232192,6192.535586,15863,32895531,2073.726975
3210,OREGON STATE UNIVERSITY,CORVALLIS,OR,97331,CORVALLIS OR 97331 ,44.57,-123.28,Public,Total,93965,94751,795914868,8400.068263,94751,267058241,2818.526886
37764,ORION INSTITUTE,PERRYSBURG,OH,43551,PERRYSBURG OH 43551 ,41.56,-83.63,Proprietary,Total,164,164,730400,4453.658537,164,365240,2227.073171
25876,ORLO SCHOOL OF HAIR DESIGN & COSMETOLOGY (THE),ALBANY,NY,12206,ALBANY NY 12206 ,42.68,-73.79,Proprietary,Total,151,163,790061,4847,163,395003,2423.331288
1362,OTERO JUNIOR COLLEGE,LA JUNTA,CO,81050,LA JUNTA CO 81050 ,37.99,-103.55,Public,Total,1618,1738,7586504,4365.0771,1738,1969701,1133.31473
1251,OTIS COLLEGE OF ART AND DESIGN,LOS ANGELES,CA,90045,LOS ANGELES CA 90045 ,33.95,-118.38,Private-Nonprofit,Total,10698,10910,115876792,10621.15417,10910,57873981,5304.672869
1937,OTTAWA UNIVERSITY,OTTAWA,KS,66067,OTTAWA KS 66067 ,38.60,-95.26,Private-Nonprofit,Total,28531,28588,226461360,7921.553099,29088,117248300,4030.813394
3110,OTTERBEIN UNIVERSITY,WESTERVILLE,OH,43081,WESTERVILLE OH 43081 ,40.10,-82.93,Private-Nonprofit,Total,23119,23863,146383676,6134.336672,23863,74000305,3101.047857
1102,OUACHITA BAPTIST UNIVERSITY,ARKADELPHIA,AR,71998,ARKADELPHIA AR 71998 ,34.12,-93.07,Private-Nonprofit,Total,11332,11527,68662083,5956.63078,11542,35157203,3046.023479
3598,OUR LADY OF THE LAKE UNIVERSITY,SAN ANTONIO,TX,78207,SAN ANTONIO TX 78207 ,29.43,-98.50,Private-Nonprofit,Total,33587,34934,392570808,11237.49951,34934,159855783,4575.936995
5753,OWENS COMMUNITY COLLEGE,PERRYSBURG,OH,43551,PERRYSBURG OH 43551 ,41.56,-83.63,Public,Total,24090,24090,106966093,4440.269531,24090,52810920,2192.234122
30345,OWENSBORO COMMUNITY & TECHNICAL COLLEGE,OWENSBORO,KY,42303,OWENSBORO KY 42303 ,37.76,-87.12,Public,Total,4424,4448,15944860,3584.725719,4448,7875888,1770.658273
41454,OXFORD ACADEMY OF HAIR DESIGN,SEYMOUR,CT,6483,SEYMOUR CT 6483 ,38.54,-121.56,Proprietary,Total,160,160,572052,3575.325,160,286008,1787.55
30830,OZARKS TECHNICAL COMMUNITY COLLEGE,SPRINGFIELD,MO,65802,SPRINGFIELD MO 65802 ,37.22,-93.29,Public,Total,20756,22020,84398312,3832.802543,22020,42189092,1915.944233
40143,P&A SCHOLARS BEAUTY SCHOOL,DETROIT,MI,48204,DETROIT MI 48204 ,42.37,-83.15,Proprietary,Total,152,152,652088,4290.052632,152,326016,2144.842105
2791,PACE UNIVERSITY,NEW YORK,NY,10038,NEW YORK NY 10038 ,40.71,-74.01,Private-Nonprofit,Total,96075,99853,1103532017,11051.56597,99853,617201627,6181.102491
32993,PACIFIC COLLEGE,COSTA MESA,CA,92626,COSTA MESA CA 92626 ,33.68,-117.88,Proprietary,Total,475,475,1942327,4089.109474,623,1141092,1831.608347
30277,PACIFIC COLLEGE OF ORIENTAL MEDICINE,SAN DIEGO,CA,92108,SAN DIEGO CA 92108 ,32.78,-117.13,Proprietary,Total,5328,5328,85972482,16135.97635,5328,45759126,8588.42455
34383,PACIFIC ISLANDS UNIVERSITY,MANGILAO,GU,96913,MANGILAO GU 96913 ,30.60,-81.46,Private-Nonprofit,Total,364,364,1213784,3334.571429,364,606908,1667.32967
3785,PACIFIC LUTHERAN UNIVERSITY,TACOMA,WA,98447,TACOMA WA 98447 ,48.68,-100.85,Private-Nonprofit,Total,19563,20078,131791500,6563.975496,20078,68533836,3413.379619
3207,PACIFIC NORTHWEST COLLEGE OF ART,PORTLAND,OR,97209,PORTLAND OR 97209 ,45.53,-122.69,Private-Nonprofit,Total,6211,6275,58549286,9330.563506,6275,29747009,4740.559203
1255,PACIFIC OAKS COLLEGE,PASADENA,CA,91103,PASADENA CA 91103 ,34.16,-118.16,Private-Nonprofit,Total,7692,7692,105345256,13695.4311,7724,39395112,5100.351113
42527,PACIFIC RIM CHRISTIAN UNIVERSITY,HONOLULU,HI,96819,HONOLULU HI 96819 ,21.34,-157.90,Private-Nonprofit,Total,395,395,2160149,5468.731646,395,1166102,2952.156962
31633,PACIFIC STATES UNIVERSITY,LOS ANGELES,CA,90010,LOS ANGELES CA 90010 ,34.06,-118.29,Private-Nonprofit,Total,14,14,148960,10640,14,21280,1520
3212,PACIFIC UNIVERSITY,FOREST GROVE,OR,97116,FOREST GROVE OR 97116 ,45.52,-123.11,Private-Nonprofit,Total,56522,60848,1046775345,17203.11834,60896,477526075,7841.665709
7459,PAIER COLLEGE OF ART,HAMDEN,CT,6514,HAMDEN CT 6514 ,39.03,-76.67,Proprietary,Total,1500,1500,6386173,4257.448667,1527,3164324,2072.248854
1587,PAINE COLLEGE,AUGUSTA,GA,30901,AUGUSTA GA 30901 ,33.46,-81.99,Private-Nonprofit,Total,2277,2673,9527145,3564.214366,2673,4742656,1774.28208
40013,PALACE BEAUTY COLLEGE,LOS ANGELES,CA,90006,LOS ANGELES CA 90006 ,34.04,-118.29,Proprietary,Total,20,20,37168,1858.4,20,18580,929
40144,PALLADIUM TECHNICAL ACADEMY,TEMPLE CITY,CA,91780,TEMPLE CITY CA 91780 ,34.10,-118.06,Proprietary,Total,100,100,389180,3891.8,112,194608,1737.571429
41063,PALM BEACH ACADEMY OF HEALTH & BEAUTY,LAKE PARK,FL,33403,LAKE PARK FL 33403 ,26.80,-80.06,Proprietary,Total,140,140,541116,3865.114286,140,270568,1932.628571
8849,PALM BEACH ATLANTIC UNIVERSITY,WEST PALM BEACH,FL,33401,WEST PALM BEACH FL 33401 ,26.71,-80.06,Private-Nonprofit,Total,31875,32406,334511504,10322.51756,32406,169654816,5235.290255
1512,PALM BEACH STATE COLLEGE,LAKE WORTH,FL,33461,LAKE WORTH FL 33461 ,26.62,-80.07,Public,Total,7287,7287,32345036,4438.73144,7287,16150852,2216.39248
12300,PALMER COLLEGE OF CHIROPRACTIC,DAVENPORT,IA,52803,DAVENPORT IA 52803 ,41.54,-90.56,Private-Nonprofit,Total,24272,27218,509535308,18720.52715,27218,211535342,7771.891469
